,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro
0,3.4878300189971925,0.16812679020002338,0.16116833686828613,0.021191583707194227,gini,4,"{'criterion': 'gini', 'max_depth': 4}",0.7312719158431623,0.7133290816326531,0.7216198979591837,0.7126913265306123,0.7139668367346939,0.718575811740061,0.0071253843953367054,23,0.7238520408163265,0.7273017138302112,0.7218015145476285,0.7210840972499004,0.7212435233160622,0.7230565779520258,0.0023412377570440003,0.4374363984522939,0.4269319565231884,0.4301739415878713,0.42542584746471246,0.42621927855523356,0.42923748451665994,0.004405740463082311,23,0.4328574650709457,0.43455915074396156,0.4313771036129393,0.43085160549217616,0.4310647794687926,0.43214202087776304,0.00139750467091978
1,4.224831008911133,0.1824571192076773,0.09594383239746093,0.010636967298961396,gini,5,"{'criterion': 'gini', 'max_depth': 5}",0.743704175964297,0.7216198979591837,0.7299107142857143,0.7279974489795918,0.7260841836734694,0.7298632841724513,0.0074469979591595984,21,0.7382015306122449,0.7434834595456357,0.738860103626943,0.734555599840574,0.7425269031486648,0.7395255193548124,0.003211523610110418,0.46156623119173,0.4367253800174667,0.4444451161704162,0.4435015109838167,0.43854092673816664,0.44495583302031927,0.008799688527901469,21,0.4507888865314292,0.45707132686455243,0.4527697551614956,0.45303902042240934,0.45404702293799865,0.453543202383577,0.002056218537656976
2,4.612857151031494,0.07272028058081643,0.10731244087219238,0.011910425677419699,gini,6,"{'criterion': 'gini', 'max_depth': 6}",0.75581766018489,0.7324617346938775,0.7509566326530612,0.7490433673469388,0.7436224489795918,0.7463803687716719,0.007980359865483112,19,0.7605229591836735,0.7637305699481866,0.7622957353527302,0.7599840573933838,0.7616580310880829,0.7616382705932114,0.001325949307381344,0.4993500443315248,0.4860051017690696,0.508511558276263,0.5005595962824784,0.5059628912414468,0.5000778383801565,0.007804680250271163,19,0.5110888039712568,0.5260475818410931,0.5178963781988665,0.5281970832904894,0.5179997595949769,0.5202459213793365,0.00618544476969355
3,5.071143054962159,0.06512614258374279,0.1015284538269043,0.003857007242641585,gini,7,"{'criterion': 'gini', 'max_depth': 7}",0.7711189034109022,0.7423469387755102,0.7627551020408163,0.7611607142857143,0.7551020408163265,0.7584967398658538,0.009559178600437349,18,0.7816485969387755,0.7873256277401355,0.7827022718214428,0.7809485850936628,0.7819051414906337,0.78290604461693,0.0022798626209426937,0.5593448437782215,0.5148597600697541,0.5460622266971972,0.5319542950147935,0.5341347150554557,0.5372711681230843,0.01486544689008477,18,0.5727200429368636,0.5758394809929398,0.5692589241752317,0.5699028207348273,0.5650096399053567,0.5705461817490438,0.0036185336917648812
4,5.902908134460449,0.21110775190497935,0.12566571235656737,0.015398793442801848,gini,8,"{'criterion': 'gini', 'max_depth': 8}",0.7762193178195729,0.7512755102040817,0.7700892857142857,0.7688137755102041,0.7617984693877551,0.7656392717271798,0.008519235667288474,16,0.8047672193877551,0.8056596253487445,0.80175368672778,0.8023913909924273,0.8030290952570746,0.8035202035427563,0.001467525874474122,0.5660141582281168,0.5385397155169206,0.5658190355764386,0.5580398764445443,0.5579983113959716,0.5572822194323984,0.010014911581031237,16,0.6140574168122667,0.6123582549270716,0.6056725395798009,0.6109352367918622,0.6019431376620109,0.6089933171546025,0.004504920820879825
5,6.686108875274658,0.2117964465717954,0.1352381229400635,0.013058239957261955,gini,9,"{'criterion': 'gini', 'max_depth': 9}",0.783551163532037,0.7598852040816326,0.7780612244897959,0.7790178571428571,0.7659438775510204,0.7732918653594686,0.008882775004049843,13,0.8255739795918368,0.8274212833798326,0.8240733359904344,0.8232762056596253,0.824392188122758,0.8249473985488974,0.0014406831439741537,0.5785106797757177,0.5578892408479994,0.5843144170983462,0.5855212737495812,0.573198912265789,0.5758869047474867,0.01001867691176583,13,0.64656942767523,0.6490440848424294,0.642439610551995,0.6476581915938073,0.6424950727248865,0.6456412774776696,0.0027076845736593346
6,6.973879194259643,0.11396742730460525,0.12606287002563477,0.012858491719615325,gini,10,"{'criterion': 'gini', 'max_depth': 10}",0.7845074912336627,0.7643494897959183,0.7786989795918368,0.7802933673469388,0.7707270408163265,0.7757152737569365,0.00722811237467172,12,0.8477359693877551,0.8515743324033479,0.8479075328816261,0.8467915504184934,0.8483858110801116,0.8484790392342669,0.0016319265977703273,0.5885247745938058,0.5734733795713834,0.5916715096195159,0.5824734193176175,0.5800559306175821,0.5832398027439808,0.006405185635843783,12,0.6874408879780614,0.693202551273493,0.6872904344292836,0.6841925228193134,0.6873476712227019,0.6878948135445706,0.0029240288530948803
7,7.066527557373047,0.12753995152184974,0.12805757522583008,0.002238744346724062,gini,11,"{'criterion': 'gini', 'max_depth': 11}",0.783551163532037,0.7659438775510204,0.78125,0.7841198979591837,0.7713647959183674,0.7772459469921217,0.007285109602559042,10,0.8753188775510204,0.8762056596253488,0.8749302510960542,0.8736548425667596,0.8753288162614588,0.8750876894201284,0.0008293713783742423,0.5930533767506915,0.5778968473406367,0.5952664123249394,0.5964651082620411,0.585301389188959,0.5895966267734536,0.007022898707056225,9,0.7417943082626824,0.7391524156765884,0.7379539447436654,0.7405586079083476,0.7348811689319972,0.7388680891046562,0.002376242679602718
8,7.264265155792236,0.03946041569119913,0.13315138816833497,0.00998053634067101,gini,12,"{'criterion': 'gini', 'max_depth': 12}",0.7857825948358305,0.7662627551020408,0.7882653061224489,0.7825255102040817,0.7793367346938775,0.7804345801916559,0.0076985636148829695,1,0.8962053571428571,0.8985253088880032,0.8970107612594659,0.8946990833001196,0.8970107612594659,0.8966902543699824,0.0012468169045095315,0.5928789292592478,0.57700702411625,0.6047986515181041,0.5894882185063849,0.6052775402641399,0.5938900727328253,0.010527179776521465,1,0.7833668711420765,0.7902167900321732,0.7841541306462408,0.7818332311134114,0.7805528957622238,0.7840247837392251,0.0033360884453595375
9,7.589714002609253,0.0698308069455056,0.13344259262084962,0.0022211124242807064,gini,13,"{'criterion': 'gini', 'max_depth': 13}",0.7880140261396238,0.7697704081632653,0.7834821428571429,0.7841198979591837,0.7761479591836735,0.7803068868605779,0.006516676498170972,4,0.9172512755102041,0.9192506974890394,0.9177361498605022,0.9161418891988841,0.9159027500996413,0.9172565524316543,0.0012068066063959657,0.5945017561556719,0.5799350353472147,0.5983016332084107,0.5948069648121407,0.5923179904483135,0.5919726759943502,0.006316789903172914,7,0.826434775342865,0.8380456838428333,0.8308989417144046,0.8284184951599042,0.8246031571536087,0.8296802106427232,0.004676915557572592
